Reporter Data																																																																																																
Cycs	Sample.1	Sample.2	Sample.3	Sample.4	Sample.5	Sample.6	Sample.7	Sample.8	Sample.9	Sample.10	Sample.11	Sample.12	Sample.13	Sample.14	Sample.15	Sample.16	Sample.17	Sample.18	Sample.19	Sample.20	Sample.21	Sample.22	Sample.23	Sample.24	Sample.25	Sample.26	Sample.27	Sample.28	Sample.29	Sample.30	Sample.31	Sample.32	Sample.33	Sample.34	Sample.35	Sample.36	Sample.37	Sample.38	Sample.39	Sample.40	Sample.41	Sample.42	Sample.43	Sample.44	Sample.45	Sample.46	Sample.47	Sample.48	Sample.49	Sample.50	Sample.51	Sample.52	Sample.53	Sample.54	Sample.55	Sample.56	Sample.57	Sample.58	Sample.59	Sample.60	Sample.61	Sample.62	Sample.63	Sample.64	Sample.65	Sample.66	Sample.67	Sample.68	Sample.69	Sample.70	Sample.71	Sample.72	Sample.73	Sample.74	Sample.75	Sample.76	Sample.77	Sample.78	Sample.79	Sample.80	Sample.81	Sample.82	Sample.83	Sample.84	Sample.85	Sample.86	Sample.87	Sample.88	Sample.89	Sample.90	Sample.91	Sample.92	Sample.93	Sample.94	Sample.95	Sample.96
4	0.977840904	1.028587027	0.975712888	1.000196187	0.970543986	1.003742896	0.978707293	1.012489077	0.985135511	1.016076888	0.997736821	1.009470468	0.999474606	1.010536565	0.991854174	0.978790294	0.997718728	0.989528862	0.996584685	0.980866636	1.004746799	1.010836195	0.998248294	0.989012895	0.996283093	0.982216904	1.000875966	0.991956885	1.019309701	1.018527427	0.99597356	0.985836547	0.972877118	1.016483193	1.002819415	0.984133915	0.977195332	0.993315126	0.995808566	0.956223458	0.979932075	1.019867274	1.005292931	0.991610075	0.983785931	0.9589937	1.000984504	0.998867264	1.049899551	0.997122	0.986755802	9.76E-01	1.009010965	0.997932735	0.997826026	0.986925842	0.974189004	1.013922605	0.988069597	0.984836293	0.993266986	0.979398091	0.98619616	1.021539113	1.027185996	1.007895634	1.024478293	0.99740544	0.960495235	1.007073784	0.95484341	1.008307865	1.004112135	0.99567476	1.033035612	1.018094887	1.025448021	1.025354882	1.009756902	0.946937455	0.98805324	1.008436747	1.004591313	1.012218183	0.971818824	0.979972918	1.00523246	0.985249179	1.022035794	0.997346178	1.013659626	1.020274931	1.015206577	0.979328532	0.971001646	0.998376462
5	1.016100372	0.977133012	1.017267048	0.995395688	1.010641709	0.952672966	0.984398964	1.008141818	1.018783604	1.010787499	1.022244021	1.01283346	1.019895877	0.955724878	0.987558707	1.018403524	0.987444205	1.031769633	0.998347591	0.991741218	0.971370816	0.983300937	0.981178529	0.996640966	0.99462281	0.951374961	1.008801169	1.007887438	0.982932278	1.058840841	1.015142142	0.980020755	0.980019588	1.009244352	0.983874499	0.985378032	0.989470715	0.99570061	1.053987731	0.998333009	0.988139684	0.961897603	1.004106884	1.00011347	0.967098329	0.99854081	1.004172097	1.005872766	9.90E-01	0.976394173	9.77E-01	1.010391745	1.002924024	0.993994144	1.00608273	0.963837455	0.997527897	0.945377515	0.995336298	1.015149855	1.035327945	0.989390492	1.002569819	0.987361619	0.992038958	0.95383867	1.028264316	0.984024804	0.987828572	1.01347573	0.991205083	1.029082874	1.007132744	0.987238988	1.020170248	1.008021722	0.998701578	1.027394655	1.015650077	1.018223485	1.013144678	0.993711413	1.001116064	0.996647207	1.008356723	1.008451056	0.998640547	1.013427677	1.036273045	1.003858238	0.982522794	0.979748062	0.989239164	0.989610534	1.012801922	1.01E+00
6	0.973992747	1.034463127	1.003637038	0.991860845	1.001107674	1.013905141	1.002825982	1.023582363	1.019109108	1.009102752	1.001243526	1.018433426	1.053566435	1.020150123	1.022176246	1.004497394	0.981433836	0.977243904	0.979621982	0.982745971	1.004025885	1.034634171	1.009336062	1.00823972	1.009932434	0.997107402	0.977676731	0.955688091	1.006697654	1.00903466	1.008908174	1.003223991	1.001401888	0.988485614	0.98560391	1.036262487	0.988876251	0.985769792	1.038730422	0.998232808	1.048848423	1.020670952	1.022975154	0.991389538	0.999478809	0.977539311	0.979055105	1.00413075	1.022090895	0.985687927	0.995549483	1.002386471	0.991225143	1.025609942	1.014692279	0.993000254	1.031979252	0.99413461	0.99697115	1.036287061	1.00276231	1.000410728	0.999743749	0.971377339	1.002022965	1.006298047	0.996280327	0.982105186	0.976970034	0.981997512	1.036630124	0.994576049	0.971880852	0.990263511	0.988803667	1.023854216	0.990374858	1.008276871	1.032546289	0.976564423	0.966615982	1.010532372	1.036840513	1.027295104	0.985982996	0.975345919	1.007271058	1.018059698	1.018225652	1.027323273	1.01650393	1.0273317	0.999326651	1.009663	0.983262295	1.027656566
7	0.977366981	0.970793189	0.957749789	0.989021049	0.988058617	1.039952254	0.997629023	0.989150093	1.00367322	0.968451771	0.999660473	1.018763583	0.98348577	1.002635338	1.00196889	0.993299088	0.999358277	1.013125463	1.012730636	0.999573894	0.997268262	0.993211735	0.979074089	0.985160706	0.980825843	0.997864154	1.034110976	1.006902404	1.025684026	0.983606502	1.015552804	0.994262413	1.014138931	1.013283471	1.026162136	1.039743349	0.974244662	1.021022751	0.993166323	0.967912167	0.97406661	1.00213777	0.977448813	1.023805291	1.044075261	1.043988594	0.989638997	0.975602502	1.02018947	0.994847839	0.984090725	0.963660136	1.008447779	1.008147134	0.996676907	1.017135364	0.959206248	1.012250183	1.015898764	1.028056892	1.0354807	0.994281515	0.978577122	0.99469705	0.983344601	1.02199395	0.965960572	1.001848379	1.03185518	0.997923527	1.01123233	0.978740603	0.974893502	1.006028469	1.026375793	0.984263254	1.004950464	0.995685512	0.963681081	1.014741157	1.017469279	0.989030844	0.997471839	0.990395438	1.015811575	0.964884367	1.006117575	1.010571564	1.041078534	0.990610488	1.012181672	0.990371879	1.006143374	0.971050078	1.00102506	0.999280509
8	0.978718881	1.018943606	1.002014294	1.023179106	1.034377744	1.028039663	0.972357104	1.012749198	1.0039488	1.023414103	1.011606349	0.974425556	0.995605337	0.977609533	0.998626896	0.967402675	1.00087003	0.99314353	1.005331034	0.993187489	1.001382436	1.017197267	1.007187647	1.002784257	0.994427327	1.016321821	1.000877071	0.990395604	1.009627055	1.03303118	0.95110314	0.990177453	0.985074281	0.9904953	0.974373325	1.020350427	1.022280789	0.970104302	0.964684301	0.984897005	0.978957698	0.978663287	0.971970485	0.99157371	0.992051192	1.004141723	1.035702525	1.012101691	1.031486202	0.970449199	0.999198938	1.002101038	1.015812491	0.973567615	1.002677338	0.976867282	1.019292319	0.990653739	0.969088207	1.028764656	1.016880511	1.012682886	1.000926106	0.991747896	0.982164597	1.047751069	0.9806965	0.995712485	0.990259456	0.999651015	0.995176101	0.986551657	1.016332517	0.987541728	0.961232044	1.003481462	0.995942592	0.998266529	1.029250519	0.99812268	0.991480287	1.009364461	1.00296966	0.981458836	0.984889963	1.009424896	0.995872018	1.00559271	1.015966574	0.992083035	0.988695931	1.003220945	0.989331055	0.996598957	1.025385348	1.011995287
9	1.042401353	1.02055513	1.051486145	0.997891884	0.998016635	0.987298768	1.00851706	0.991845119	0.999430033	0.994053562	0.979228173	1.000950107	0.953580529	0.970339116	1.029524445	0.986489933	0.977551604	0.992091436	0.987365315	0.973738493	0.98979424	0.996999274	0.997567984	0.999531499	1.019560287	1.011456243	1.026457562	0.966865489	1.011285423	1.024653811	0.96542498	0.992555624	0.952465271	0.974182526	0.987160402	1.05165795	1.0114459	1.014508088	1.001970131	0.960525178	0.986802277	1.001106135	0.992500576	1.011155126	1.02459604	1.001906962	0.951564083	0.97311485	0.975201319	1.01984608	0.994174541	0.992089546	1.000753714	1.016180052	0.984551727	0.9725706	0.989951858	0.997463351	1.037476097	1.006010689	1.03126738	1.014017869	0.99002217	0.947770138	0.975691701	1.006937326	0.995724543	0.994935651	1.007188813	0.949430531	1.004089694	1.018156579	1.041904534	0.99589151	1.016221117	1.040840967	0.990354513	1.023610451	0.990992822	1.038397445	1.021807273	0.962344295	1.014989909	0.983808286	0.994337956	1.018348625	1.002522396	1.012069744	1.001912919	1.002584132	1.016230663	0.983720732	0.994419841	0.99805417	1.013861467	0.968755725
10	1.034409684	1.000127421	0.992766213	1.024480314	1.031089789	0.983273846	0.990439724	0.996709406	0.992585199	1.024227068	1.007095654	0.984095847	0.944959143	1.028238964	1.025711551	0.989751217	0.998073131	0.957237048	1.01611553	1.02036768	1.006464128	1.010316204	1.007174679	0.989725104	0.982174446	0.995398275	0.968535267	1.002468403	1.009980548	0.972354285	1.012286274	1.019401868	0.982073869	1.002350044	0.990264018	0.986527352	0.988151833	1.026301737	1.026444998	1.012608482	1.013678236	1.00933175	1.000707685	1.006912867	1.007595141	0.980516325	0.974214711	0.99903756	1.041049434	1.029720836	0.997446312	1.00505155	1.031505324	0.972904956	1.024921164	0.997340245	1.02368013	1.031182553	1.014769983	1.008576756	0.992418208	0.996478244	0.989312463	0.981287426	1.015955949	1.00754934	0.964347643	0.977044145	1.000145421	0.982260977	1.00555525	0.99063251	1.009852253	0.957340473	0.962419073	1.00987905	1.002119647	0.993564927	1.002344187	0.991813409	1.034227487	0.960624547	1.015909995	0.988997184	1.016110019	1.009983864	0.981370486	1.018616857	0.997762957	1.044465751	1.0227953	0.996774843	1.056530224	1.015042312	1.014849236	1.000123566
11	1.011068751	1.002016084	0.973876704	0.993763557	1.014967158	0.98466451	0.985428015	0.949982853	1.013067422	1.001678522	1.006194661	0.999701568	1.014822073	0.998166885	1.011858403	1.013516388	0.962349623	0.988990225	1.014016534	1.01372866	1.022045208	1.027997386	1.036242519	1.054563585	0.980944703	0.981892976	1.030226605	1.013304243	0.990266836	1.026381823	1.02926722	0.966449442	0.985114227	1.008603399	1.008972125	1.005315684	0.988559028	0.971044928	1.005480509	0.978200833	0.999065207	0.977205622	0.96891153	0.997468118	1.035123215	1.011269265	0.99827007	0.970861826	0.974498061	0.997253972	1.001914452	0.97343801	1.011348342	0.96206627	1.01518215	0.971089249	1.005323045	0.983168056	1.015419193	1.013760502	1.028142734	0.980996552	1.011296808	1.025363583	1.028546565	1.027421036	1.010412046	1.003138065	1.028763227	0.990595093	1.004906604	0.993417558	0.998209897	0.997939667	1.019343473	1.00232931	0.972997694	1.015345546	0.979101449	0.991000567	1.032552869	1.033095896	1.036551535	0.999005192	1.068114161	1.01366669	1.013450467	0.993391362	1.008446062	0.98653593	1.005710087	0.985619268	0.98429421	0.991841269	1.022608441	1.032629573
12	1.038601541	0.989781508	0.999679796	1.008295522	0.998924015	1.012883832	1.014868211	0.986459173	1.002808499	0.967037242	1.028572652	0.971858224	1.012699216	0.976457315	0.997181359	0.999211988	0.973733577	0.962853422	1.020419333	0.959511232	0.989480149	1.011147823	0.984574603	1.009694179	0.967074348	1.016020758	1.012349154	1.020671428	0.993736399	0.973555675	0.979577658	1.003263345	1.010521714	0.95983269	0.996952215	0.991380022	0.98515983	0.968695401	1.006219163	0.974807677	1.022733293	1.008528512	0.979227427	1.010315568	1.000627664	0.993838782	0.997236094	1.016946041	0.992005053	1.016945066	1.012911766	1.030674278	0.973971535	1.016621348	0.997592955	0.985573455	1.018761342	1.030785381	1.000246197	1.000331645	0.974396343	0.98342485	0.985134583	1.003538053	1.024331373	0.99381743	1.003401548	1.013263208	1.031723077	1.013352334	1.015821176	0.998597211	1.019505617	0.996857167	1.020767781	1.030405681	0.959100792	0.983977626	1.010544441	0.986213583	1.015796629	1.029539003	1.013023697	0.975409659	1.034380569	0.965268154	1.002901652	0.971305822	0.999595391	1.011783729	1.012949962	1.00617121	1.000052159	0.997252094	0.973800195	0.96905982
13	1.027499364	1.004330433	1.026445958	0.992636208	1.003840702	0.983674039	0.972057193	1.028479149	0.968839587	1.004850152	0.987387561	1.01580357	1.013163614	0.980076644	1.005031538	0.985887094	1.009348514	1.004060529	1.001186576	0.978171824	1.006163738	0.997058447	1.022354176	1.001789709	0.988982309	0.966043325	1.018857834	1.038640673	1.009232654	0.991679158	0.983324091	1.015420232	1.037718303	1.016591438	0.992257829	1.013128133	1.020751107	1.000125058	1.040110058	1.000472921	1.004698679	0.99651696	1.013243542	1.010000903	0.969167952	0.971339445	0.978679018	0.976489381	0.995696528	1.028480819	1.000275021	0.973920219	1.01534711	1.010791774	1.007292258	0.999334994	0.958405492	0.976368679	0.98402798	0.969701238	1.012422524	0.992260862	1.004886845	1.007891971	1.004635922	1.005976983	1.007860053	0.971509071	0.99960346	1.006049699	0.964393086	1.002689994	0.9979929	1.029624891	1.022150833	0.969175275	1.007199705	1.007532172	1.000608414	0.995935429	0.99932972	1.019548308	1.006141978	1.027562385	0.99937182	0.979840364	1.014149266	0.98255112	0.994421008	1.032518355	1.01803013	0.993304202	1.036862829	1.014842121	1.018514377	0.998167318
14	0.990878273	0.96869034	0.989706058	0.986509615	0.950004701	0.99110354	0.990046749	1.011484414	1.014911605	0.99302738	0.989908924	0.966878948	0.981167309	1.007831254	0.997845546	0.974727993	1.004821203	0.989587618	1.010761864	1.001401629	1.03433574	0.989750023	1.005665854	1.015286612	0.96786588	1.009781451	1.014282854	1.003294998	1.012058364	1.019128387	1.007373732	0.987443354	1.033072675	0.972077445	1.039234292	0.997095341	0.985286996	0.991425435	1.02916588	1.048012816	0.985371614	0.983876111	0.992709427	0.979357937	1.012068534	0.991175806	1.001193173	1.027468809	0.994726859	0.994605723	0.984505082	1.023772353	0.988918079	0.966960139	0.989617722	1.039316478	0.983976752	1.004816359	1.016758436	1.006195938	1.017582087	0.98904322	0.97545496	0.99366106	1.011530475	1.002226918	1.017827147	0.99558391	0.988551624	0.988378776	0.975808371	0.989271828	0.982744172	0.970160396	0.977520541	0.98223322	0.974732035	1.006816657	1.006160797	0.974752602	0.994834558	0.977504203	1.038177067	0.985995156	0.987695453	0.976975308	0.982700725	0.99524918	0.977047327	1.018032875	0.999316394	1.003243796	1.007482831	1.00057918	1.021182272	0.984918355
15	0.998289395	1.026152204	0.967515594	0.983953169	1.01159185	1.022004028	0.989156604	1.017586168	0.993835415	1.020404069	0.983327983	1.033167255	1.024921488	0.992713325	1.012785048	1.009401343	0.977181502	0.997309742	1.000140037	1.024198124	0.990437402	0.995889543	1.023654709	0.996681206	1.007676891	0.992815709	1.018961757	1.01068476	1.006056429	0.980633701	0.998966443	1.010903721	1.006634442	1.011910781	0.989948609	0.978034682	0.976515724	0.999014572	1.017708987	0.975971573	0.9913359	1.012033502	1.034849524	0.977229894	0.998131774	1.011886527	1.024636205	0.96419578	1.002315806	1.01039355	0.992153675	0.987060372	0.995235652	1.021577607	1.012557301	1.048190686	1.002899383	0.975953744	0.974675306	1.016536678	1.009331025	1.016806763	1.010146582	1.00204137	0.998399718	1.010554841	0.975663286	0.968355972	0.977603859	1.009844692	0.965781395	1.004982045	0.990223495	1.002110405	0.99755745	0.998321345	1.009445371	1.004310852	0.945076083	0.999269564	0.970902644	1.027838408	0.983041071	0.98377141	0.966573314	0.960948022	1.015396129	1.027340777	1.0030702	1.026141672	0.973850349	0.972882684	1.001610674	1.008154939	0.978186235	0.990906802
16	0.996989771	0.994716923	0.978705754	0.994104453	0.977071454	0.997999513	0.986175657	0.988973854	1.015046787	0.987613583	1.019954101	0.975119277	0.998003866	0.987032273	0.988042021	1.002083233	0.998735571	0.972456894	0.992788429	0.996821464	1.004662132	0.965711329	1.04291918	0.970148151	1.00298529	0.993101216	0.97436014	1.005376243	0.99414239	0.992813657	1.004346924	1.014399002	0.993660307	1.036425151	1.019227582	0.995518304	0.994248576	1.018585929	1.03631725	1.015102913	0.985033568	0.960555264	1.020222191	1.015756926	0.992466265	1.04205776	1.011197129	0.976956759	1.027480229	0.977136445	0.968445658	1.001321827	0.996208719	0.978559687	1.00898486	0.982604356	1.019509495	0.969279327	0.970495737	0.990530847	0.960304395	0.998125332	0.990155256	1.001193468	1.018799819	0.984486463	1.017965441	1.013733924	1.010318398	1.020794212	1.007052744	1.009448702	1.007908439	1.005424816	1.00571577	0.998601755	1.016873399	1.00999596	1.001212656	1.01419347	0.990874507	1.045648612	1.014576164	1.018991506	0.971773154	1.002530188	1.010595569	1.010997162	1.030094335	1.045383562	1.018226626	1.00213339	0.968755827	1.01555528	0.991162447	0.990102265
17	0.993874061	0.964674359	0.964992708	1.030492481	1.001018819	0.991819514	0.998361176	1.025428811	1.00561929	0.999125459	1.008128683	0.994220284	0.996699102	0.987528517	0.991001005	0.961899277	0.995902382	1.017304429	1.013418257	1.011992677	0.990748302	1.022581787	1.012048293	1.000353852	1.000719556	0.983179753	1.008394933	1.003391836	1.028702931	1.011908645	0.965912841	1.039926581	0.975550237	1.005469991	0.987360549	1.001138077	0.98807457	0.980576552	1.008025261	1.015563264	1.014871539	1.010295376	1.011111627	1.000069532	1.008046822	1.007157219	0.971654528	0.994253499	1.002348408	1.019328811	1.011497057	1.013222541	1.006596296	0.972642647	1.010173214	1.017632615	1.002306452	1.004157272	0.996785125	0.976853812	1.031767078	0.983972356	1.003615314	1.004187831	1.016440187	1.021369207	0.990052238	0.97857079	1.026388197	0.989127716	1.01464547	1.029867204	1.032653695	1.010777812	0.977441719	1.004827546	1.033712647	0.997841876	1.00855399	0.985077896	0.992505899	0.986654162	0.959531252	0.980257774	0.982100481	1.028680609	0.983479072	1.014684949	1.005291895	1.028422312	0.98023111	1.015933193	0.992008726	0.99658519	0.99847516	1.012074337
18	1.024468047	0.992493339	0.989910116	0.990793993	1.000014712	1.003777728	0.952379522	0.969198605	0.966890364	1.009109253	0.977121225	0.965246564	1.028825928	0.981120763	1.010482591	1.0312967	0.998092463	1.008029121	1.035542476	1.044689741	0.998857098	1.000082204	1.011713645	0.987162146	0.989421568	0.99314363	1.05851144	0.964913427	0.980929474	0.99939022	0.959034269	1.021294751	0.975948412	0.98937461	1.016452252	0.982409228	0.984439652	1.012922185	0.987772043	1.003541657	1.003908667	1.008489081	1.030764746	1.000742707	0.983877415	1.003219742	0.990222639	0.983530295	1.008100715	0.962412097	1.025631064	0.988264632	0.98788367	0.983427222	1.009363643	1.01948061	0.997508917	1.012004607	1.025936141	1.00666163	1.007658216	0.965730856	1.060009068	0.967255074	1.014900433	0.963407666	1.001369375	1.002744313	1.026657406	1.005215608	1.011572423	0.983807005	1.004491495	0.976472205	0.95741394	0.986688272	1.033801135	1.004260607	1.026906364	0.99686733	1.017482704	0.998991002	1.018546925	0.979196541	1.007587785	1.004124296	1.046360001	0.982633637	1.017101384	1.007037004	0.960820631	1.001248425	1.00278416	1.000466845	1.03647107	0.999228681
19	0.974511418	1.023732366	1.009736847	0.997558564	1.024270333	1.002035983	1.019650403	1.017078427	1.035867524	1.033001118	1.005853049	1.017344767	0.979442325	0.975116407	1.004951227	1.009654605	0.986602605	0.994143615	0.989620852	1.019306897	1.017197591	1.013251508	1.007908158	1.006680371	0.996076599	0.997025656	1.006497875	0.970215718	0.996735509	1.012856535	0.995915901	1.008909654	1.014869671	1.021235818	0.965919723	1.012604628	0.964806169	0.972208594	0.991031158	0.998043141	0.987377965	1.003566052	0.997126258	0.984517867	1.031548484	0.979146185	0.992302334	0.998410386	0.985599899	1.018552345	0.957138184	0.990541071	1.00722941	0.979986366	0.976829184	0.994889767	1.019867921	0.963704013	1.030257605	1.013829155	1.000722139	0.964426813	0.997213344	1.014213982	0.999796937	0.992507781	1.017569811	1.007469642	0.998759605	1.005877931	1.010061588	1.001687775	1.00253875	0.965672769	0.992650865	1.036816852	0.998712391	1.027974372	1.034266697	1.025115202	1.001304307	1.00598431	1.018397342	1.013833524	1.010284065	0.989748908	0.975527963	0.962583829	0.999047313	0.982106921	0.989121631	0.986499622	0.987817213	0.985760637	1.005885931	0.994768421
20	1.03059303	0.980163341	0.98725303	0.972885406	0.96731993	1.00625979	0.979637424	0.965949595	1.045721089	1.039233017	1.015485144	0.995998528	0.996393121	1.001347225	1.006709569	0.96701722	1.01241301	0.993741794	1.008435222	0.99456166	0.98020814	0.970488582	1.013615711	0.975921377	1.026721813	1.005902828	1.038305562	1.034032557	0.994280665	0.989925634	1.011915423	1.018371619	1.017230093	0.960924998	1.014430091	0.978000446	1.020226985	0.996886965	0.988214269	1.002337313	0.976103276	0.98900245	0.980389389	0.961892908	1.011316095	1.006301791	1.028993501	1.001989289	1.003571372	1.034973547	1.009251595	1.020090199	0.990470895	0.975182117	0.995809325	0.995493359	1.014501958	0.994308615	1.00530871	1.004874904	0.995759752	0.994811608	0.977172768	0.973317446	1.007709488	1.002569545	1.006099466	1.015771125	1.026738542	1.036179535	0.971625975	1.018161291	0.982469456	1.002655639	0.983308706	0.987161173	1.02578178	0.958373133	0.984869414	1.006919936	0.989256827	0.999423018	0.972300203	0.989170095	0.996985996	1.028659532	0.976732319	0.989065035	0.975453948	1.009164434	1.008929235	0.996649986	0.988970598	1.007452316	0.988618223	1.019842774
21	0.997949823	0.999922841	0.994968357	0.978150305	1.01066578	1.032293838	0.981159044	1.003257414	0.995917952	1.025544676	0.978561804	1.010170693	0.996835875	1.005000494	1.018546598	0.976791797	1.028309111	0.990071918	1.042709024	0.990363417	1.032869433	0.983451475	1.010452073	0.991858739	1.030104915	1.034119449	1.004796026	0.982256427	1.011726785	0.994410968	1.042015662	1.006685251	1.018666518	1.004933781	1.009852749	1.008747711	1.038340293	1.009134603	1.019330559	0.984181134	0.969867335	1.0031253	1.012536881	0.981219977	0.997544457	0.991844833	0.997960025	0.982148662	1.007681659	0.985221584	1.010415759	1.001339001	0.985409599	1.010427828	1.016164393	0.973090624	1.024863644	0.994500818	1.053955804	0.999031023	1.021132894	0.978514814	0.997359145	1.012937554	0.99951547	1.060152968	1.022493098	0.966910606	1.014579516	1.010606512	0.995545926	1.026840606	1.017257648	1.014497069	0.9787749	1.019436209	0.994319559	1.032670839	1.029364412	1.030523373	1.001342468	1.008195553	0.991346489	0.969280919	1.013278806	1.026477037	1.026916839	0.996324786	1.001392919	0.993205484	1.032339957	1.00764026	1.023784893	1.000515005	0.983917058	1.021006787
22	0.976934683	1.013031578	0.99548719	1.020564806	1.00926127	0.982334476	0.98809893	0.994563906	1.000930249	1.005588532	1.022432739	0.926087356	0.985973519	1.002584655	1.00994994	1.004974867	1.004040332	0.997682369	1.006742335	1.012584732	1.012145393	0.995570702	1.015414036	0.996718998	0.999028802	1.019618218	0.994564167	1.000523366	0.973596424	0.992822854	0.9997343	0.988474043	0.99499163	0.976669669	0.952192215	0.998447961	1.055488348	0.968180431	0.996795634	0.970141637	0.965955997	0.983679663	1.018382756	0.992723028	1.033364293	0.986108406	1.019374453	0.994675981	0.986638914	1.000648376	1.017294486	0.984205578	1.002397802	1.038689882	1.000859771	1.020123599	0.981360299	1.022840062	0.995025599	1.00168434	0.977851239	0.97813215	0.997738587	0.995673561	1.01917884	0.981617596	1.004737519	1.029361173	1.031729977	1.019167274	1.019232257	0.988552265	1.020657108	0.985270934	0.980947903	0.97932478	1.011985948	1.003249617	1.020964955	0.991535726	0.980672792	0.98073491	0.995607736	0.980086999	0.992223345	0.978807815	0.993382501	1.018556044	1.001191745	1.019909353	0.996079697	0.995747328	0.977356128	1.029642281	0.989000168	1.01092912
23	0.993144161	0.968852103	1.008254195	0.994721569	0.995828462	1.011557431	0.989169396	0.981167432	1.01899248	1.013404195	1.035714492	0.985887164	1.004934948	1.010655969	1.034010099	1.033971262	1.013227229	0.993426623	1.042851065	1.016077103	1.028627455	1.01442851	1.011642929	0.985939134	1.01886345	1.008756294	1.005138447	0.961440687	1.029824896	0.985335024	1.03851728	0.973412988	1.025231645	0.993661137	1.023624303	1.010641669	0.99315086	1.029282717	1.01573584	1.027408902	0.96770221	0.976796316	1.007345334	1.007134741	0.984028256	0.977230176	0.984711246	1.007302092	1.003310208	0.989736485	0.96339655	0.983975256	1.010831523	0.967148402	1.001202094	1.000761812	0.986955629	0.971816672	0.971578179	1.003119945	0.972639442	0.991419604	0.96540355	0.989840144	0.986930383	1.023497846	1.016339096	1.012752214	0.976084691	1.012171654	0.997745673	1.038111317	1.013373758	0.991043168	1.000184313	0.995857423	0.987261996	0.984735526	1.037108729	0.98463711	0.968802789	0.985737874	0.983181485	0.998240395	1.007402617	0.959882307	0.999942672	1.006864432	1.010733564	0.968098826	1.004060238	0.994510829	0.996641741	0.988792524	0.985697991	0.970988467
24	0.982365733	0.985412137	1.024247744	0.97962333	0.983214618	0.981374817	1.001290526	1.009760989	1.005785558	0.988690297	0.951606264	1.02191458	0.993324098	0.985575717	1.028508837	1.011276234	0.950712934	0.982504075	1.016648427	0.996281381	1.023065212	1.017665877	1.024457872	0.98821181	0.978801583	0.975774255	0.981726001	0.986671111	0.988782788	1.016895739	1.006252339	1.007337256	1.013085842	0.980676613	0.993523834	1.012898256	1.022346126	0.984324993	0.976137851	0.991563895	0.990697916	0.988623345	0.9889109	0.998371668	1.031738909	1.003526234	1.011869166	0.989248928	0.986935452	1.014118915	1.0415158	1.009977542	0.994308215	0.977226674	1.035150664	0.996885613	0.987509971	1.048060486	0.991963136	1.019823193	1.022574562	1.034024481	1.016600768	0.988363903	0.964070955	1.042621808	0.988661986	0.970538883	1.044796912	1.006596814	1.02012776	0.975498508	1.00977877	0.99568097	1.018521711	1.008895512	0.983695469	0.988380107	0.99591646	1.02177138	1.05160394	1.017984654	1.020940757	0.9748969	0.993294176	0.966172827	1.013499253	0.981677859	0.996512456	0.979444591	0.999524461	0.98768444	0.984560802	1.011972424	1.009974343	0.988132206
25	1.005636036	0.998365939	1.003524523	1.010273687	1.013458999	1.003911676	1.029891752	0.992094899	1.011740751	1.022824135	1.010010547	1.03164826	0.972361895	1.004032953	1.070016961	0.972255479	1.016851599	0.999935297	0.986706256	1.024839282	1.01947323	1.006106309	1.015816034	0.970493024	1.015701201	1.014618042	0.986750011	0.99695793	1.002927223	0.999040653	1.033135393	0.999118689	1.038198415	0.97568591	1.001867972	1.010655665	0.981014019	1.019087287	1.006583567	1.00931228	0.966144145	0.992591836	0.980449928	0.98455412	1.002628068	1.004612402	1.053477905	0.99039383	0.993885722	1.007645498	1.005538565	1.006427431	0.993497961	1.014942979	0.971445907	0.998119153	0.978695893	1.059791844	0.970085312	0.963447757	1.009661782	0.97813711	0.985100754	1.014952805	1.006257067	0.964423255	0.988779166	1.046329148	0.988613679	1.007228098	0.995719481	0.990908874	1.012339506	0.97566559	1.027857057	0.988165469	0.996053961	0.990291483	1.001957877	0.999873848	0.995474623	0.979726359	1.006464774	1.008145796	1.010698634	1.010645468	1.016728425	0.98659681	0.967793523	0.993623421	1.006296657	0.989332398	1.000457649	1.004766199	1.027770029	0.982139321
26	0.995348967	1.043642156	1.02142748	0.986485347	1.028592673	1.00026315	0.987367853	0.98421727	0.962270418	0.966362835	1.012150104	1.020936415	0.969102635	1.022316736	0.982084097	0.983470812	0.990803324	0.995719406	1.022159885	0.987633632	0.996719093	0.981807731	1.003191531	0.975290858	1.034719239	0.970205828	0.996078964	0.977281535	0.981238499	1.026416849	1.010695548	1.001563016	0.999179535	0.982504532	0.991518781	0.987288662	1.008063616	1.011849582	0.981028336	1.005209675	1.007594646	1.029490638	1.016494255	1.020719272	0.967868332	0.975602044	1.013824713	1.011756097	0.996019114	0.979606856	0.994792609	0.979932798	0.984125811	0.998212187	0.997009679	1.005221659	1.007965746	1.012306239	1.024864492	1.020300492	1.003880566	1.0390997	0.985657345	0.990232828	1.016410204	0.989144368	0.982083846	0.965841103	1.019821346	1.022990754	0.975186311	0.994600051	1.000013437	0.973825345	0.99526714	0.994471925	0.998915595	0.995208853	0.998080784	1.002127585	0.980056228	1.020361524	1.002607774	0.988318082	0.986131136	1.030274105	0.993546768	1.010996082	1.031039719	1.015984533	1.009716557	1.004972823	0.996934768	1.013101412	0.981907474	0.978825974
